id,product_id,image_url,is_primary,display_order,created_at
463,173,https://jxkj6fescurdg6ul.public.blob.vercel-storage.com/products/product_173_463_1775487035151_r8ggogkwc.jpg,false,5,2026-03-23 22:06:33.457463+00
464,173,https://jxkj6fescurdg6ul.public.blob.vercel-storage.com/products/product_173_464_1775487037513_wzu1ieiz2.jpg,false,6,2026-03-23 22:06:33.457463+00
465,174,https://jxkj6fescurdg6ul.public.blob.vercel-storage.com/products/product_174_465_1775487066514_8dh4i7u99.jpg,true,0,2026-03-28 13:55:17.436844+00
466,174,https://jxkj6fescurdg6ul.public.blob.vercel-storage.com/products/product_174_466_1775487068175_ge9l9m8uh.jpg,false,1,2026-03-28 13:55:17.436844+00
467,174,https://jxkj6fescurdg6ul.public.blob.vercel-storage.com/products/product_174_467_1775487070780_833dqs54f.jpg,false,2,2026-03-28 13:55:17.436844+00
468,174,https://jxkj6fescurdg6ul.public.blob.vercel-storage.com/products/product_174_468_1775487072783_oswtg5glw.jpg,false,3,2026-03-28 13:55:17.436844+00
469,174,https://jxkj6fescurdg6ul.public.blob.vercel-storage.com/products/product_174_469_1775487074328_2yv09vu8e.jpg,false,4,2026-03-28 13:55:17.436844+00
470,175,https://jxkj6fescurdg6ul.public.blob.vercel-storage.com/products/product_175_470_1775487261309_0sjebzui7.jpg,true,0,2026-03-28 13:59:50.349922+00
471,175,https://jxkj6fescurdg6ul.public.blob.vercel-storage.com/products/product_175_471_1775487262649_xqt2m0nqj.jpg,false,1,2026-03-28 13:59:50.349922+00
472,175,https://jxkj6fescurdg6ul.public.blob.vercel-storage.com/products/product_175_472_1775487263914_hoe348oew.jpg,false,2,2026-03-28 13:59:50.349922+00
473,175,https://jxkj6fescurdg6ul.public.blob.vercel-storage.com/products/product_175_473_1775487265488_9ih1sqfqb.jpg,false,3,2026-03-28 13:59:50.349922+00
474,175,https://jxkj6fescurdg6ul.public.blob.vercel-storage.com/products/product_175_474_1775487266588_ro3b9f3rn.jpg,false,4,2026-03-28 13:59:50.349922+00
475,176,https://jxkj6fescurdg6ul.public.blob.vercel-storage.com/products/product_176_475_1775487274895_l7n16eow4.jpg,true,0,2026-03-28 14:11:55.149489+00
476,176,https://jxkj6fescurdg6ul.public.blob.vercel-storage.com/products/product_176_476_1775487276664_ral5l2gpu.jpg,false,1,2026-03-28 14:11:55.149489+00
477,176,https://jxkj6fescurdg6ul.public.blob.vercel-storage.com/products/product_176_477_1775487295774_wp6opo47o.jpg,false,2,2026-03-28 14:11:55.149489+00
478,176,https://jxkj6fescurdg6ul.public.blob.vercel-storage.com/products/product_176_478_1775487309443_nx5c4bmv3.jpg,false,3,2026-03-28 14:11:55.149489+00
479,176,https://jxkj6fescurdg6ul.public.blob.vercel-storage.com/products/product_176_479_1775487310780_jlcm3muti.jpg,false,4,2026-03-28 14:11:55.149489+00
480,176,https://jxkj6fescurdg6ul.public.blob.vercel-storage.com/products/product_176_480_1775487329132_y0bqlad0m.jpg,false,5,2026-03-28 14:11:55.149489+00
481,177,https://jxkj6fescurdg6ul.public.blob.vercel-storage.com/products/product_177_481_1775487342671_7oil0x961.jpg,true,0,2026-03-28 14:15:33.387522+00
482,177,https://jxkj6fescurdg6ul.public.blob.vercel-storage.com/products/product_177_482_1775487344176_g3jz5luw0.jpg,false,1,2026-03-28 14:15:33.387522+00
483,177,https://jxkj6fescurdg6ul.public.blob.vercel-storage.com/products/product_177_483_1775487359524_8281c8356.jpg,false,2,2026-03-28 14:15:33.387522+00
484,177,https://jxkj6fescurdg6ul.public.blob.vercel-storage.com/products/product_177_484_1775487361126_4i2eutc9v.jpg,false,3,2026-03-28 14:15:33.387522+00
485,177,https://jxkj6fescurdg6ul.public.blob.vercel-storage.com/products/product_177_485_1775487362464_wpx22kq5z.jpg,false,4,2026-03-28 14:15:33.387522+00
486,177,https://jxkj6fescurdg6ul.public.blob.vercel-storage.com/products/product_177_486_1775487364013_ozuefqpvk.jpg,false,5,2026-03-28 14:15:33.387522+00
487,178,https://jxkj6fescurdg6ul.public.blob.vercel-storage.com/products/product_178_487_1775486968672_iv51g0r7v.jpg,true,0,2026-03-28 15:26:19.707039+00
495,182,https://jxkj6fescurdg6ul.public.blob.vercel-storage.com/products/product_182_495_1775487330279_e7aydwzk0.jpg,true,0,2026-03-28 15:45:56.329648+00
496,183,https://jxkj6fescurdg6ul.public.blob.vercel-storage.com/products/product_183_496_1775487365312_ojgttnc1o.jpg,true,0,2026-03-28 15:49:51.444718+00
